,证券代码,证券简称,跟踪时间,日期,收盘价,股息率,PE_TTM,距离买点,距离卖点,三年估值范围,五年估值范围,七年估值范围,数据修正
43,600276.SH,恒瑞医药,长期,20201231,111.46,0.1712,101.5552,139.67%,116.33%,59.35~90.11,40.56~87.96,33.98~83.2,
44,600885.SH,宏发股份,,20201231,54.22,0.5349,54.1686,150.67%,123.0%,20.43~46.21,22.2~43.2,22.26~42.32,
45,002833.SZ,弘亚数控,,20201231,43.57,0.8607,31.6666,150.67%,82.67%,12.87~32.67,12.5~41.54,12.5~41.54,
46,002271.SZ,东方雨虹,,20201231,38.8,0.5167,34.6546,154.67%,99.33%,12.24~35.78,13.91~33.85,14.89~34.51,
47,000333.SZ,美的集团,长期,20201231,98.44,1.6095,27.745,158.0%,124.67%,12.98~23.1,10.72~22.32,9.15~21.25,
48,603198.SH,迎驾贡酒,,20201231,34.9,2.0057,32.3928,170.0%,102.0%,13.57~25.11,13.78~31.82,9.6~42.22,
49,603039.SH,ST泛微,,20201231,100.96,0.1059,146.4081,172.67%,115.0%,59.03~129.05,51.24~125.36,51.24~125.36,
50,600436.SH,片仔癀,长期,20201231,267.51,0.3065,101.2337,179.67%,128.33%,40.46~84.12,38.46~77.22,31.03~75.09,
51,600600.SH,青岛啤酒,长期,20201231,99.4,0.543,60.4178,180.67%,108.33%,27.13~59.27,20.53~55.71,18.49~51.75,
52,603801.SH,志邦家居,,20201231,34.51,1.9085,26.1958,180.67%,65.67%,8.55~37.47,9.74~40.54,9.74~40.54,
53,603444.SH,吉比特,,20201231,426.0,1.1737,32.7797,199.0%,80.33%,9.76~40.26,11.63~40.91,11.63~40.91,
54,603639.SH,海利尔,,20201231,20.39,1.051,13.0116,203.0%,43.67%,9.18~20.48,3.38~37.92,3.38~37.92,
55,603369.SH,今世缘,,20201231,57.38,0.7145,48.7114,211.67%,131.33%,16.03~40.09,15.24~36.1,15.52~34.86,
56,000651.SZ,格力电器,长期,20201231,61.94,3.5265,22.8909,221.33%,123.67%,7.7~19.62,7.92~18.48,6.05~17.33,
57,300571.SZ,平治信息,,20201231,38.08,1.208,30.5219,226.67%,41.0%,13.49~56.79,8.09~86.05,8.09~86.05,
58,002304.SZ,洋河股份,,20201231,235.99,1.2661,47.915,243.67%,158.33%,14.79~32.13,14.77~29.77,12.47~28.77,
59,600519.SH,贵州茅台,长期,20201231,1998.0,0.8521,56.3023,255.33%,126.0%,23.4~46.9,19.27~44.07,10.54~42.68,
60,603180.SH,金牌厨柜,,20201231,49.95,1.1818,19.9056,286.0%,36.33%,3.87~50.77,6.17~56.47,6.17~56.47,
61,300450.SZ,先导智能,,20201231,83.99,0.1885,99.0003,296.33%,118.33%,25.51~69.89,26.92~84.48,22.8~101.8,
62,603605.SH,珀莱雅,,20201231,178.0,0.3317,81.7965,298.0%,99.67%,21.37~81.85,20.11~80.99,20.11~80.99,
63,300015.SZ,爱尔眼科,长期,20201231,74.89,0.1505,182.2005,314.67%,135.0%,53.22~148.6,39.56~132.68,41.15~124.05,
64,603288.SH,海天味业,长期,20201231,200.54,0.4488,106.7154,330.0%,139.0%,36.04~83.8,22.61~76.33,20.38~70.6,
65,600690.SH,海尔智家,,20201231,29.21,1.2838,39.1606,348.0%,183.67%,8.58~22.88,9.03~21.03,8.6~20.14,
66,300357.SZ,我武生物,,20201231,76.7,0.2347,142.9929,350.33%,138.67%,36.6~113.38,27.28~100.02,32.66~96.42,
67,000858.SZ,五粮液,长期,20201231,291.85,0.7538,58.3819,391.33%,138.0%,16.86~45.78,13.86~41.6,8.25~39.59,
68,300595.SZ,欧普康视,,20201231,81.92,0.0813,140.1145,399.33%,125.33%,28.91~116.75,27.63~108.85,27.63~108.85,
69,600809.SH,山西汾酒,长期,20201231,375.29,0.2398,120.9681,639.0%,168.0%,18.31~71.35,20.68~65.0,12.43~81.17,
70,600763.SH,通策医疗,,20201231,276.52,,193.0975,643.0%,148.0%,29.09~144.57,22.37~125.53,27.45~122.11,
