,证券代码,证券简称,跟踪时间,日期,收盘价,股息率,PE_TTM,距离买点,距离卖点,三年估值范围,五年估值范围,七年估值范围,数据修正
26,600600.SH,青岛啤酒,长期,20230207,102.21,1.0764,36.5821,30.67%,62.0%,31.61~61.25,29.35~57.59,23.88~56.42,
27,300653.SZ,正海生物,,20230207,48.51,1.2094,47.9214,31.0%,64.67%,34.54~74.88,37.09~72.67,37.93~72.53,
28,002833.SZ,弘亚数控,,20230207,15.16,2.4501,13.526,35.33%,39.33%,9.41~32.67,10.66~31.36,9.82~39.0,
29,601318.SH,中国平安,长期,20230207,48.7,4.89,9.2308,35.33%,68.67%,6.51~11.87,6.98~13.54,6.94~14.96,
30,300450.SZ,先导智能,,20230207,46.6,1.0713,32.4927,37.67%,29.67%,32.3~116.34,18.4~102.66,23.6~101.68,
31,603833.SH,欧派家居,,20230207,123.55,1.4164,29.5999,38.67%,66.0%,22.14~43.48,20.54~43.78,21.25~46.87,
32,000651.SZ,格力电器,长期,20230207,34.42,8.5693,7.5354,38.67%,37.67%,4.64~21.38,5.55~19.41,6.3~18.82,
33,603811.SH,诚意药业,,20230207,14.68,1.703,22.1093,39.0%,63.33%,16.86~30.64,17.39~32.61,13.82~42.58,
34,002415.SZ,海康威视,,20230207,37.26,2.4333,23.7751,39.33%,59.0%,16.3~40.54,17.42~39.34,17.25~39.81,
35,600085.SH,同仁堂,长期,20230207,45.58,0.6362,47.7099,40.0%,91.33%,35.38~52.68,32.24~51.52,34.29~51.59,
36,603899.SH,晨光股份,长期,20230207,54.14,1.1092,37.5644,42.0%,60.67%,25.87~66.91,27.4~61.14,25.97~57.35,
37,300482.SZ,万孚生物,,20230207,35.36,0.8448,12.6041,44.33%,17.0%,4.85~68.59,13.0~67.16,16.57~82.53,
38,600519.SH,贵州茅台,长期,20230207,1797.0,2.4254,37.8796,47.67%,69.33%,34.0~57.08,25.16~54.32,20.7~51.78,
39,000049.SZ,德赛电池,,20230207,49.86,1.5088,16.4372,48.33%,58.67%,12.67~24.65,12.84~23.68,8.73~39.45,
40,601155.SH,新城控股,,20230207,20.09,,4.5032,48.67%,45.67%,3.6~7.02,2.75~10.69,2.84~14.16,
41,002508.SZ,老板电器,,20230207,29.81,1.6686,23.1361,52.67%,87.33%,16.65~24.81,14.53~24.75,14.36~30.4,
42,603288.SH,海天味业,长期,20230207,78.13,0.8843,54.6048,53.0%,61.33%,46.87~95.57,39.54~87.86,26.56~83.92,
43,000538.SZ,云南白药,长期,20230207,56.09,2.0368,37.9182,62.33%,101.67%,23.81~38.09,23.14~36.84,22.87~36.33,
44,002304.SZ,洋河股份,,20230207,169.54,1.7689,27.276,63.67%,70.0%,20.15~41.61,15.91~38.45,14.74~36.12,
45,300015.SZ,爱尔眼科,长期,20230207,32.16,0.2811,86.2179,65.67%,53.33%,65.11~176.39,54.54~158.18,41.51~146.97,
46,603848.SH,好太太,,20230207,13.42,1.8629,21.1765,66.0%,68.33%,15.56~23.64,12.87~34.01,10.65~38.73,
47,603369.SH,今世缘,,20230207,59.22,0.9902,30.8035,68.67%,72.67%,21.78~45.6,17.69~42.17,16.05~39.35,
48,603886.SH,元祖股份,,20230207,19.81,5.048,15.541,70.0%,65.67%,11.52~18.26,11.24~22.62,6.52~34.9,
49,000661.SZ,长春高新,长期,20230207,199.8,0.398,19.8442,71.67%,26.0%,7.17~79.65,14.96~74.6,18.54~69.56,
50,002271.SZ,东方雨虹,,20230207,35.26,0.8474,27.9103,72.67%,71.0%,20.72~41.46,14.21~38.91,14.78~37.0,
51,603868.SH,飞科电器,,20230207,68.85,1.4524,34.0844,73.67%,80.0%,22.56~42.84,17.5~40.16,19.35~43.77,
52,603605.SH,珀莱雅,,20230207,164.0,0.3718,65.7541,75.67%,74.67%,60.04~86.6,32.96~87.7,30.0~87.44,
53,000858.SZ,五粮液,长期,20230207,203.17,1.4879,30.2864,78.33%,59.0%,20.99~55.75,16.86~50.6,14.22~47.3,
54,300357.SZ,我武生物,,20230207,53.6,0.375,71.846,79.33%,59.0%,55.78~131.84,41.64~120.88,30.16~112.18,
55,600276.SH,恒瑞医药,长期,20230207,42.1,0.38,76.8091,82.0%,84.0%,40.86~94.26,46.3~91.34,39.39~87.35,
56,300595.SZ,欧普康视,,20230207,36.31,0.3828,52.6586,82.33%,36.33%,41.89~159.05,26.71~139.91,23.4~132.34,
57,600436.SH,片仔癀,长期,20230207,296.9,0.4075,72.5483,85.0%,62.67%,51.86~126.6,37.44~114.86,32.49~105.89,
58,603203.SH,快克股份,,20230207,35.95,2.7649,33.4497,90.33%,99.0%,21.17~29.11,19.51~30.61,13.81~45.05,
59,603444.SH,吉比特,,20230207,368.48,8.1415,20.7742,92.0%,53.33%,11.35~41.37,10.02~36.9,11.13~37.99,
60,002901.SZ,大博医疗,,20230207,37.2,1.3441,35.9031,101.33%,50.33%,14.92~74.48,19.27~68.41,20.07~69.87,
61,603039.SH,ST泛微,,20230207,60.9,0.2428,59.894,102.0%,45.67%,22.39~137.69,35.65~127.51,35.02~123.1,
62,603801.SH,志邦家居,,20230207,30.31,1.9599,18.1625,102.33%,55.33%,10.52~29.04,8.38~32.54,8.29~36.65,
63,603639.SH,海利尔,,20230207,26.47,3.7827,15.8212,105.0%,69.33%,12.19~19.31,10.73~19.63,4.66~33.66,
64,600690.SH,海尔智家,,20230207,25.89,1.7583,16.5274,106.33%,54.67%,9.45~33.59,7.46~29.52,7.37~27.15,
65,600809.SH,山西汾酒,长期,20230207,284.54,0.6326,46.0234,114.33%,49.0%,32.99~103.63,18.79~92.61,17.69~84.91,
66,603198.SH,迎驾贡酒,,20230207,67.78,1.3278,33.4094,120.0%,90.33%,18.15~38.95,13.24~35.66,14.86~35.72,
67,300701.SZ,森霸传感,,20230207,9.24,1.1977,37.825,121.0%,75.33%,15.96~42.54,18.19~51.99,17.14~56.8,
68,600763.SH,通策医疗,,20230207,161.25,,86.4769,221.0%,51.33%,42.61~189.99,28.0~164.98,19.06~149.4,
69,603180.SH,金牌厨柜,,20230207,34.69,3.0581,15.5374,258.0%,44.67%,11.42~24.04,4.04~39.62,2.8~48.96,
70,300571.SZ,平治信息,,20230207,37.91,0.2902,28.4053,485.0%,62.33%,17.23~31.03,10.52~47.72,2.15~75.03,
