,证券代码,证券简称,跟踪时间,日期,收盘价,股息率,PE_TTM,距离买点,距离卖点,三年估值范围,五年估值范围,七年估值范围,数据修正
23,300653.SZ,正海生物,,20210531,73.08,1.0263,61.3642,49.67%,79.67%,40.47~77.45,40.91~75.85,40.91~75.85,
24,000661.SZ,长春高新,长期,20210531,410.61,0.3166,49.1865,58.67%,66.67%,32.75~79.59,30.56~71.84,29.63~68.41,
25,600276.SH,恒瑞医药,长期,20210531,86.3,,70.679,59.0%,77.67%,58.82~93.32,43.94~91.16,35.79~86.57,
26,300662.SZ,科锐国际,,20210531,67.1,0.2482,61.7144,60.0%,93.67%,37.98~63.5,38.77~66.51,38.77~66.51,
27,600085.SH,同仁堂,长期,20210531,42.18,0.6164,52.0747,62.33%,104.0%,30.82~46.56,33.2~50.06,31.93~53.19,
28,603568.SH,伟明环保,,20210531,23.19,1.0283,20.3972,62.33%,44.67%,19.93~31.11,15.98~48.98,7.89~72.27,
29,002508.SZ,老板电器,,20210531,44.1,2.265,23.5843,63.0%,81.67%,13.76~24.24,14.12~31.6,15.56~31.86,
30,600298.SH,安琪酵母,长期,20210531,64.18,,35.3935,65.67%,77.67%,20.45~42.61,22.81~41.69,20.93~53.31,
31,002507.SZ,涪陵榨菜,长期,20210531,40.59,0.6573,44.2213,71.67%,87.33%,24.72~51.7,26.11~48.79,26.18~50.68,
32,300529.SZ,健帆生物,,20210531,86.41,0.7638,71.3698,71.67%,77.0%,45.82~85.46,39.61~95.31,39.61~95.31,
33,603833.SH,欧派家居,,20210531,148.24,0.5129,37.083,73.0%,77.33%,20.19~43.91,22.0~49.7,22.0~49.7,
34,603589.SH,口子窖,,20210531,67.15,2.2338,27.7362,75.0%,83.67%,15.02~29.74,17.2~32.1,15.39~38.19,
35,002901.SZ,大博医疗,,20210531,76.0,0.7897,47.2279,75.67%,62.0%,25.43~75.55,27.53~75.21,27.53~75.21,
36,603203.SH,快克股份,,20210531,36.0,0.5833,27.3971,80.0%,69.67%,20.04~28.2,13.56~48.5,13.56~48.5,
37,603868.SH,飞科电器,,20210531,47.6,4.2017,31.5242,80.0%,77.67%,16.05~35.77,18.22~42.98,18.35~43.33,
38,000333.SZ,美的集团,长期,20210531,81.0,1.9506,19.7592,83.0%,83.33%,12.4~24.54,11.66~23.68,8.92~22.68,
39,601155.SH,新城控股,,20210531,48.53,3.4963,7.0668,88.33%,52.67%,4.98~9.48,4.36~14.78,2.69~18.85,修正标准差
40,002833.SZ,弘亚数控,,20210531,50.43,0.7436,26.203,97.33%,69.0%,13.05~32.13,13.34~41.5,13.34~41.5,
41,000651.SZ,格力电器,长期,20210531,56.3,3.8798,14.0767,98.67%,69.67%,7.37~21.41,7.99~19.85,6.11~18.81,
42,603899.SH,晨光股份,长期,20210531,84.26,0.5936,57.7192,100.33%,93.67%,31.42~65.12,26.86~59.64,28.29~59.49,
43,603360.SH,百傲化学,,20210531,15.34,,21.8327,101.0%,56.0%,10.82~34.04,10.83~41.75,10.83~41.75,
44,603801.SH,志邦家居,,20210531,35.1,2.9667,22.3506,104.67%,61.0%,11.48~30.4,10.6~40.12,10.6~40.12,
45,600036.SH,招商银行,长期,20210531,58.19,2.0622,14.4497,106.33%,116.67%,8.2~12.64,7.39~12.31,5.81~12.09,
46,300628.SZ,亿联网络,,20210531,76.61,0.7798,53.7438,108.0%,103.33%,25.53~52.41,25.87~51.61,25.87~51.61,
47,600885.SH,宏发股份,,20210531,56.36,1.1178,45.59,110.67%,96.33%,20.19~50.65,22.38~46.48,22.25~44.85,
48,002415.SZ,海康威视,,20210531,64.58,1.2388,42.9199,131.0%,109.0%,19.17~38.07,19.03~40.71,17.5~38.92,
49,300571.SZ,平治信息,,20210531,35.52,1.2952,18.827,131.0%,28.33%,14.79~45.79,6.64~83.52,6.64~83.52,
50,600600.SH,青岛啤酒,长期,20210531,104.94,0.5141,53.306,134.67%,92.67%,26.97~60.49,23.14~57.9,19.21~54.13,
51,002884.SZ,凌霄泵业,,20210531,24.0,6.8272,22.1484,145.33%,93.0%,9.27~20.57,8.87~25.65,8.87~25.65,
52,603198.SH,迎驾贡酒,,20210531,42.43,1.6498,31.153,160.0%,92.33%,12.31~29.25,13.79~31.55,10.3~42.16,
53,603369.SH,今世缘,,20210531,59.56,0.6884,41.6961,172.67%,101.67%,16.55~44.95,14.64~40.12,14.72~37.78,
54,603444.SH,吉比特,,20210531,502.47,,33.145,179.67%,81.33%,10.92~40.96,12.36~40.38,12.36~40.38,
55,603605.SH,珀莱雅,,20210531,170.99,,67.6713,187.0%,77.33%,28.03~88.45,21.77~85.75,21.77~85.75,
56,603180.SH,金牌厨柜,,20210531,50.17,1.2814,21.962,189.67%,51.67%,14.13~29.27,6.15~54.67,6.15~54.67,
57,603639.SH,海利尔,,20210531,26.51,0.7904,14.1838,214.67%,54.67%,11.56~15.96,3.45~36.79,3.45~36.79,
58,002304.SZ,洋河股份,,20210531,217.8,1.3719,44.7011,238.33%,131.0%,13.11~36.79,13.93~33.85,12.59~31.79,
59,002271.SZ,东方雨虹,,20210531,62.65,0.7767,44.4841,243.67%,117.0%,11.09~39.77,13.8~37.26,14.44~36.72,
60,603288.SH,海天味业,长期,20210531,137.26,0.5772,85.7436,245.67%,100.0%,38.19~93.77,23.33~85.25,19.22~78.26,
61,600519.SH,贵州茅台,长期,20210531,2218.0,0.7676,58.5863,266.0%,115.33%,21.68~54.68,19.93~49.79,10.94~47.64,
62,300357.SZ,我武生物,,20210531,68.6,,116.7936,285.0%,99.33%,40.51~130.73,25.15~115.33,28.96~108.02,
63,300015.SZ,爱尔眼科,长期,20210531,83.86,,162.3851,286.0%,107.0%,54.53~168.43,37.61~149.95,37.76~138.3,
64,600436.SH,片仔癀,长期,20210531,383.9,0.2136,130.9281,307.0%,139.0%,34.39~103.55,34.33~92.61,28.43~87.13,
65,300450.SZ,先导智能,,20210531,95.8,0.1653,99.4508,328.0%,107.0%,19.56~86.62,26.99~87.91,24.35~105.17,
66,000858.SZ,五粮液,长期,20210531,315.12,0.6981,56.6962,382.67%,115.67%,15.22~53.86,13.74~48.14,8.53~45.05,
67,600690.SH,海尔智家,,20210531,30.17,1.243,26.1084,385.67%,90.33%,4.69~32.31,5.89~28.23,5.69~26.17,
68,300595.SZ,欧普康视,,20210531,101.17,0.1447,161.3308,598.33%,118.67%,27.96~146.1,21.23~131.13,21.23~131.13,
69,600809.SH,山西汾酒,长期,20210531,462.87,0.1944,99.9384,694.33%,112.33%,10.73~93.99,13.8~82.4,13.72~90.26,
70,600763.SH,通策医疗,,20210531,351.0,,166.5829,750.33%,105.67%,27.62~178.0,15.04~152.28,19.8~144.5,
