,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
15,002508.SZ,老板电器,2010,,20230420,27.55,1.8055,2.21,21.3821,35.0%,86.0%,24.01,17.09~25.01,14.69~24.45,,1.5,0.61,39.35,34.91,,,
16,000333.SZ,美的集团,2013,长期,20230420,57.04,2.9156,2.59,13.5363,40.5%,54.0%,25.21,9.17~25.79,10.03~23.89,,1.75,1.48,43.94,65.34,,,
17,600436.SH,片仔癀,2003,长期,20230420,270.0,0.4481,0.29,63.8122,41.5%,52.5%,24.1,54.9~125.9,38.08~114.92,,1.5,0.79,31.76,20.16,,,
18,603866.SH,桃李面包,2015,,20230420,13.95,3.0722,6.31,29.9531,43.0%,56.0%,18.9,19.14~52.52,22.97~53.49,,2.0,0.88,78.95,16.76,,,
19,002841.SZ,视源股份,2017,,20230420,71.56,1.1955,1.06,24.2497,43.0%,44.5%,32.54,15.64~51.4,18.49~57.27,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
20,603899.SH,晨光股份,2015,长期,20230420,45.36,1.3239,0.9,32.7853,43.5%,48.5%,26.23,21.51~70.25,24.12~63.8,,1.75,0.41,35.76,39.98,,,
21,000538.SZ,云南白药,1993,长期,20230420,55.05,2.0753,4.36,32.9601,44.5%,83.5%,14.5,23.55~39.93,21.89~38.47,,1.75,2.4,73.32,29.85,,,
22,002304.SZ,洋河股份,2009,,20230420,149.96,1.9998,1.97,24.126,45.0%,57.5%,21.82,20.23~42.69,14.1~40.3,,1.75,2.95,59.95,32.33,,,
23,002884.SZ,凌霄泵业,2017,,20230420,15.88,6.2972,7.05,13.4617,48.0%,57.0%,20.71,10.3~23.7,8.1~22.86,,2.0,1.12,74.54,8.45,,,
24,603589.SH,口子窖,2015,,20230420,59.0,2.5291,2.19,19.9049,54.5%,61.0%,23.49,13.18~32.9,12.53~31.85,,2.0,1.29,51.89,28.32,,,
25,603605.SH,珀莱雅,2017,,20230420,166.14,0.367,0.35,57.6267,55.0%,61.0%,20.52,56.59~90.95,27.5~96.38,,2.0,0.58,30.36,35.45,,,
26,603833.SH,欧派家居,2017,,20230420,121.52,1.4401,0.95,29.1136,57.0%,63.0%,22.46,19.52~46.88,17.59~45.39,,2.0,1.16,30.31,35.64,,,
27,600600.SH,青岛啤酒,1993,长期,20230420,114.03,0.9648,0.58,41.9237,58.5%,65.5%,10.23,28.62~65.46,24.45~61.95,,2.0,0.66,44.87,46.37,,,
28,300015.SZ,爱尔眼科,2009,长期,20230420,29.37,0.3078,0.61,78.7381,58.5%,44.5%,20.49,54.15~185.97,45.7~166.62,,1.75,0.18,41.94,39.14,,,
29,603360.SH,百傲化学,2017,,20230420,15.1,,3.77,9.1708,60.0%,35.0%,23.28,8.82~20.84,4.22~34.56,,2.0,0.57,64.62,18.77,,,
30,600085.SH,同仁堂,1997,长期,20230420,55.33,0.5241,0.67,53.2212,60.0%,98.5%,11.77,36.43~54.29,30.48~53.72,,1.75,0.37,48.2,30.18,,,
31,000858.SZ,五粮液,1998,长期,20230420,173.5,1.7424,1.24,25.8635,63.5%,46.0%,23.54,18.16~58.64,13.92~53.3,,1.75,2.16,50.18,24.79,,,
32,603369.SH,今世缘,2014,,20230420,60.04,0.9766,0.68,31.23,71.5%,67.5%,20.74,20.68~47.56,16.26~44.34,,1.75,0.41,35.75,30.0,,,
33,002867.SZ,周大生,2017,,20230420,16.41,3.0183,3.05,15.6462,74.5%,61.5%,21.77,8.37~25.17,9.55~25.49,,2.0,0.5,38.02,21.25,,,
34,002415.SZ,海康威视,2010,,20230420,41.62,2.1784,1.68,31.52,83.0%,79.5%,30.75,16.7~40.76,17.63~38.25,,1.5,0.7,51.53,39.23,,,
35,603338.SH,浙江鼎力,2015,长期,20230420,52.12,0.6523,0.65,20.9911,84.5%,29.5%,19.68,9.26~73.02,14.67~66.29,,2.25,0.34,19.81,31.38,20230130.0,51.596,
36,603848.SH,好太太,2017,,20230420,14.12,1.7705,1.63,22.2811,88.0%,74.0%,20.09,13.97~25.67,10.26~35.56,,2.0,0.23,34.0,21.27,,,
37,603707.SH,健友股份,2017,,20230420,15.45,0.7468,1.17,22.2743,88.5%,30.5%,21.5,11.56~71.06,11.99~72.63,,2.25,0.18,22.01,35.86,,,
38,600612.SH,老凤祥,1992,,20230420,61.64,2.3524,1.95,18.9638,90.5%,89.5%,21.21,9.44~20.5,10.45~21.55,,2.0,1.2,45.31,51.38,,,
39,000661.SZ,长春高新,1996,长期,20230420,160.04,0.4968,0.52,16.7847,92.5%,22.0%,24.93,9.99~69.95,7.67~79.57,修正标准差,1.75,0.84,12.95,28.62,,,
40,601318.SH,中国平安,2007,长期,20230420,48.79,4.881,2.73,10.6464,93.5%,77.0%,18.87,5.2~13.26,5.8~14.28,,2.25,1.33,19.94,89.53,,,
41,603043.SH,广州酒家,2017,,20230420,28.27,1.4111,1.31,30.8988,100.0%,70.0%,21.02,14.31~45.51,16.64~42.28,,2.0,0.37,38.18,26.29,,,
42,603868.SH,飞科电器,2016,,20230420,77.45,1.2912,1.55,38.3419,105.5%,87.0%,28.59,23.28~44.7,15.5~42.82,,1.75,1.2,71.06,27.71,,,
43,002916.SZ,深南电路,2017,,20230420,98.7,0.9625,0.87,30.8715,112.5%,50.0%,21.79,13.23~58.57,16.02~64.3,,2.25,0.86,31.74,53.79,,,
44,600809.SH,山西汾酒,1994,长期,20230420,241.94,0.7441,0.35,39.1295,128.5%,37.0%,30.23,28.16~109.16,12.25~98.53,,1.75,0.85,37.42,47.02,,,
45,600276.SH,恒瑞医药,2000,长期,20230420,47.8,0.3347,0.4,87.2085,148.5%,85.5%,21.4,31.93~103.39,38.87~99.19,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,002833.SZ,弘亚数控,2016,,20230420,17.07,2.1759,2.93,15.2301,152.5%,43.0%,24.75,5.19~36.53,7.16~33.54,,2.0,0.5,27.21,23.72,,,
47,300529.SZ,健帆生物,2016,,20230420,30.69,2.8924,2.22,27.8669,152.5%,30.0%,30.4,7.82~94.26,18.68~88.58,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
48,603387.SH,基蛋生物,2017,,20230420,13.12,1.851,2.97,13.503,155.5%,34.0%,21.38,4.74~36.74,5.94~41.8,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
49,300726.SZ,宏达电子,2017,,20230420,45.19,1.3277,0.62,21.8514,163.0%,29.0%,20.73,6.52~76.66,11.42~71.52,,2.25,0.28,29.87,12.76,,,
50,300638.SZ,广和通,2017,,20230420,24.8,0.5288,1.05,43.0403,177.5%,48.5%,20.09,14.37~85.31,16.78~91.1,,2.5,0.26,26.93,46.39,,,
51,603638.SH,艾迪精密,2017,,20230420,16.35,0.7352,1.1,56.0827,184.5%,62.5%,21.72,29.58~91.24,14.72~87.22,,2.25,0.18,23.53,29.89,,,
52,300630.SZ,普利制药,2017,,20230420,23.5,0.8139,0.81,21.2793,189.0%,24.5%,23.04,10.14~73.42,5.76~100.86,,2.25,0.19,20.24,30.0,,,
53,603444.SH,吉比特,2017,,20230420,519.3,5.777,1.76,25.5467,213.0%,62.0%,29.83,8.34~42.92,7.98~39.18,,1.75,9.12,67.13,23.01,,,
54,300450.SZ,先导智能,2015,,20230420,37.39,1.3352,0.78,26.0709,216.5%,21.5%,21.81,5.68~139.78,14.83~103.81,修正标准差,2.25,0.29,31.15,57.7,,,
55,600690.SH,海尔智家,1993,,20230420,23.49,1.938,1.62,15.0841,221.5%,42.5%,19.31,6.25~37.35,3.75~33.13,,2.0,0.38,34.95,66.12,,,
56,002901.SZ,大博医疗,2017,,20230420,38.28,1.316,1.46,36.6691,229.0%,48.5%,30.19,8.95~76.93,14.7~71.98,,1.75,0.56,48.95,17.49,,,
57,002271.SZ,东方雨虹,2008,,20230420,30.97,0.9648,0.87,36.7858,241.5%,80.0%,22.73,16.3~46.52,8.02~45.06,,2.25,0.27,20.63,51.15,,,
58,002236.SZ,大华股份,2008,,20230420,26.76,0.9083,0.71,33.3066,257.5%,134.0%,21.5,9.46~23.78,9.17~25.99,,2.25,0.19,18.56,47.45,,,
59,603180.SH,金牌厨柜,2017,,20230420,38.5,2.7555,2.42,21.5687,282.5%,69.0%,21.88,8.28~27.46,4.27~35.59,,2.25,0.93,32.75,48.19,,,
60,300595.SZ,欧普康视,2017,,20230420,33.1,0.4199,0.48,47.486,344.0%,27.5%,26.56,16.98~180.14,7.79~158.53,,2.0,0.16,19.24,11.79,,,
61,300571.SZ,平治信息,2016,,20230420,47.18,0.2331,0.47,35.3512,399.0%,84.5%,32.07,13.46~35.34,4.8~50.96,,2.25,0.22,14.21,56.17,,,
62,000651.SZ,格力电器,1996,长期,20230420,41.81,7.0874,4.93,9.1532,422.0%,39.5%,23.67,1.26~24.12,2.87~21.49,,2.0,2.06,46.15,61.2,,,
63,600763.SH,通策医疗,1996,,20230420,121.61,,0.07,65.2183,614.0%,32.0%,20.27,18.03~214.59,6.11~187.47,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230420,94.6,2.6427,1.82,19.9171,1357.0%,54.5%,35.67,2.37~38.97,0.96~33.92,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230420,15.81,,8.1,25.5851,1602.0%,242.5%,33.68,1.39~9.75,1.63~11.43,修正标准差,2.25,1.28,28.97,85.18,,,
