,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
38,603707.SH,健友股份,2017,,20230323,15.91,0.7252,1.13,22.9375,87.5%,31.0%,21.5,11.68~73.46,12.76~72.48,,2.25,0.18,22.01,35.86,,,
39,002415.SZ,海康威视,2010,,20230323,44.8,2.0238,1.56,32.7043,92.5%,82.0%,30.75,16.37~40.57,17.56~38.54,,1.5,0.7,51.53,39.23,,,
40,603605.SH,珀莱雅,2017,,20230323,178.68,0.3412,0.32,71.6399,99.5%,76.0%,20.52,56.35~90.99,26.26~96.56,,2.0,0.58,30.36,35.45,,,
41,603848.SH,好太太,2017,,20230323,14.87,1.6812,1.55,23.4646,101.0%,78.0%,20.09,13.98~25.5,9.96~36.3,,2.0,0.23,34.0,21.27,,,
42,603387.SH,基蛋生物,2017,,20230323,13.74,1.7675,2.84,11.2197,102.0%,28.0%,21.38,5.18~36.96,5.96~42.72,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
43,603043.SH,广州酒家,2017,,20230323,27.97,1.4262,1.32,31.324,105.0%,71.0%,21.02,14.23~45.41,16.48~42.22,,2.0,0.37,38.18,26.29,,,
44,603868.SH,飞科电器,2016,,20230323,76.74,1.3031,1.56,37.9904,107.0%,86.5%,28.59,22.32~44.7,15.53~42.49,,1.75,1.2,71.06,27.71,,,
45,603338.SH,浙江鼎力,2015,长期,20230323,53.86,0.6313,0.63,26.4512,114.0%,37.5%,19.68,10.31~72.85,15.34~66.16,,2.25,0.34,19.81,31.38,20230130.0,51.596,
46,002916.SZ,深南电路,2017,,20230323,98.86,0.961,0.87,30.9216,114.5%,49.0%,21.79,12.81~60.51,16.39~64.57,,2.25,0.86,31.74,53.79,,,
47,600276.SH,恒瑞医药,2000,长期,20230323,42.67,0.3749,0.45,77.8491,121.5%,76.5%,21.4,31.99~103.13,38.9~98.98,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
48,002271.SZ,东方雨虹,2008,,20230323,33.92,0.8809,0.8,26.8496,149.0%,58.0%,22.73,16.22~46.4,8.06~44.94,,2.25,0.27,20.63,51.15,,,
49,002236.SZ,大华股份,2008,,20230323,21.61,1.2335,0.88,24.5267,149.5%,102.5%,21.5,10.64~21.94,9.1~26.08,,2.25,0.19,18.56,47.45,,,
50,300726.SZ,宏达电子,2017,,20230323,46.07,1.3024,0.61,22.616,149.5%,30.0%,20.73,7.45~76.37,11.53~72.89,,2.25,0.28,29.87,12.76,,,
51,300638.SZ,广和通,2017,,20230323,22.9,0.5727,1.14,39.7428,152.0%,44.5%,20.09,14.76~85.6,16.88~92.0,,2.5,0.26,26.93,46.39,,,
52,600809.SH,山西汾酒,1994,长期,20230323,271.11,0.6639,0.31,43.8511,153.5%,42.0%,30.23,28.05~109.19,12.47~98.59,,1.75,0.85,37.42,47.02,,,
53,002833.SZ,弘亚数控,2016,,20230323,17.49,2.1237,2.86,15.6049,157.5%,43.5%,24.75,5.22~36.54,7.18~34.02,,2.0,0.5,27.21,23.72,,,
54,300450.SZ,先导智能,2015,,20230323,39.54,1.2626,0.73,27.57,175.0%,22.5%,21.81,7.53~138.91,14.94~104.6,修正标准差,2.25,0.29,31.15,57.7,,,
55,603444.SH,吉比特,2017,,20230323,412.62,7.2706,2.21,23.2628,186.5%,56.0%,29.83,8.41~43.25,7.83~39.11,,1.75,9.12,67.13,23.01,,,
56,603638.SH,艾迪精密,2017,,20230323,17.73,0.6779,1.02,60.8162,212.5%,67.5%,21.72,29.02~91.22,14.6~86.98,,2.25,0.18,23.53,29.89,,,
57,300630.SZ,普利制药,2017,,20230323,26.63,0.7183,0.71,24.1135,215.0%,27.5%,23.04,10.96~74.54,5.88~103.02,,2.25,0.19,20.24,30.0,,,
58,002901.SZ,大博医疗,2017,,20230323,38.06,1.3236,1.47,36.4583,217.0%,48.0%,30.19,9.31~77.95,14.95~72.31,,1.75,0.56,48.95,17.49,,,
59,600690.SH,海尔智家,1993,,20230323,23.4,1.9455,1.62,14.9378,224.5%,42.0%,19.31,5.9~37.48,3.77~33.15,,2.0,0.38,34.95,66.12,,,
60,000651.SZ,格力电器,1996,长期,20230323,37.14,10.6258,5.55,8.1308,315.5%,35.0%,23.67,1.45~24.13,3.0~21.56,,2.0,2.06,46.15,61.2,,,
61,300595.SZ,欧普康视,2017,,20230323,32.84,0.4233,0.49,47.6262,322.5%,28.0%,26.56,19.04~179.58,8.0~158.52,,2.0,0.16,19.24,11.79,,,
62,300571.SZ,平治信息,2016,,20230323,41.4,0.2657,0.53,31.0203,526.5%,73.5%,32.07,13.9~34.34,3.01~53.69,,2.25,0.22,14.21,56.17,,,
63,600763.SH,通策医疗,1996,,20230323,132.0,,0.06,70.7904,690.5%,35.0%,20.27,18.7~214.4,5.88~187.56,,2.0,0.08,17.52,34.43,,,
64,603180.SH,金牌厨柜,2017,,20230323,40.25,2.6357,2.31,22.5491,1362.0%,69.0%,21.88,8.26~27.22,0.85~40.25,,2.25,0.93,32.75,48.19,,,
65,600309.SH,万华化学,2001,长期,20230323,97.11,2.5744,1.77,18.7821,1499.5%,51.5%,35.67,2.13~38.93,0.81~34.03,,1.75,1.72,41.66,56.12,,,
