,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
11,600885.SH,宏发股份,1996,,20230228,35.05,0.8743,1.0,30.2018,31.0%,53.5%,16.79,27.32~57.42,19.79~54.21,,1.75,0.35,30.75,33.39,,,
12,600519.SH,贵州茅台,2001,长期,20230228,1813.74,2.403,0.92,38.2324,31.0%,68.5%,32.37,34.31~56.99,25.19~54.29,,1.5,16.71,51.72,24.38,,,
13,603288.SH,海天味业,2014,长期,20230228,82.18,0.8407,1.14,57.4353,33.0%,62.5%,33.46,46.87~95.57,39.75~87.77,,1.5,0.94,55.97,30.65,,,
14,000049.SZ,德赛电池,1995,,20230228,44.93,1.6743,1.31,14.8119,37.0%,56.5%,25.27,10.53~26.55,11.0~25.36,,2.0,0.59,23.65,70.97,,,
15,002884.SZ,凌霄泵业,2017,,20230228,16.85,5.9347,6.65,12.8103,39.5%,54.0%,20.71,10.43~23.69,8.15~23.33,,2.0,1.12,74.54,8.45,,,
16,600298.SH,安琪酵母,2000,长期,20230228,40.44,1.1848,1.04,29.5884,46.5%,65.5%,21.99,21.26~46.12,19.19~43.55,,2.0,0.42,34.31,46.8,,,
17,300357.SZ,我武生物,2014,,20230228,52.72,0.3813,0.46,70.6665,47.0%,55.5%,24.02,55.27~131.81,42.24~120.68,,1.5,0.24,31.29,5.72,,,
18,600612.SH,老凤祥,1992,,20230228,48.71,2.9768,2.46,14.6933,47.5%,69.5%,21.21,9.43~20.35,10.43~21.71,,2.0,1.2,45.31,51.38,,,
19,300529.SZ,健帆生物,2016,,20230228,32.41,2.7389,2.1,21.6852,51.0%,23.0%,30.4,10.93~95.83,20.78~88.28,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
20,002508.SZ,老板电器,2010,,20230228,30.79,1.6155,1.98,23.8967,53.0%,96.0%,24.01,16.68~24.94,14.66~24.56,,1.5,0.61,39.35,34.91,,,
21,600600.SH,青岛啤酒,1993,长期,20230228,111.48,0.9869,0.59,39.8999,54.5%,62.0%,10.23,27.1~66.02,24.56~62.18,,2.0,0.66,44.87,46.37,,,
22,600085.SH,同仁堂,1997,长期,20230228,48.96,0.5923,0.76,51.2479,57.5%,95.0%,11.77,34.58~54.16,30.63~53.27,,1.75,0.37,48.2,30.18,,,
23,603899.SH,晨光股份,2015,长期,20230228,54.18,1.1084,0.76,37.5922,60.5%,55.5%,26.23,22.27~70.29,24.57~63.89,,1.75,0.41,35.76,39.98,,,
24,300015.SZ,爱尔眼科,2009,长期,20230228,31.25,0.2893,0.58,83.7782,66.0%,47.5%,20.49,55.33~185.75,46.04~166.64,,1.75,0.18,41.94,39.14,,,
25,002415.SZ,海康威视,2010,,20230228,38.38,2.3623,1.82,28.0176,66.0%,70.0%,30.75,16.2~40.5,17.45~39.01,,1.5,0.7,51.53,39.23,,,
26,002304.SZ,洋河股份,2009,,20230228,170.01,1.764,1.74,27.3517,69.0%,65.0%,21.82,18.91~43.23,14.06~40.3,,1.75,2.95,59.95,32.33,,,
27,600436.SH,片仔癀,2003,长期,20230228,308.73,0.3919,0.26,75.439,70.5%,62.0%,24.1,52.9~126.42,37.78~114.84,,1.5,0.79,31.76,20.16,,,
28,603866.SH,桃李面包,2015,,20230228,17.62,2.4323,4.99,36.2504,71.0%,67.0%,18.9,19.29~53.69,23.31~53.77,,2.0,0.88,78.95,16.76,,,
29,000538.SZ,云南白药,1993,长期,20230228,56.9,2.0078,4.22,38.4658,71.5%,98.5%,14.5,22.81~39.63,21.94~38.22,,1.75,2.4,73.32,29.85,,,
30,601318.SH,中国平安,2007,长期,20230228,48.2,4.9408,2.76,9.136,71.5%,65.0%,18.87,5.16~13.2,5.5~14.88,,2.25,1.33,19.94,89.53,,,
31,603360.SH,百傲化学,2017,,20230228,18.19,,3.13,11.0475,74.0%,41.5%,23.28,9.33~21.07,4.79~34.99,,2.0,0.57,64.62,18.77,,,
32,002916.SZ,深南电路,2017,,20230228,79.86,1.1896,1.08,25.0379,74.5%,38.5%,21.79,12.36~62.66,16.94~64.6,,2.25,0.86,31.74,53.79,,,
33,002236.SZ,大华股份,2008,,20230228,14.5,1.8384,1.31,16.457,75.5%,67.5%,21.5,10.74~21.74,8.31~27.27,,2.25,0.19,18.56,47.45,,,
34,002867.SZ,周大生,2017,,20230228,16.29,3.0405,3.07,15.5318,78.0%,59.5%,21.77,8.2~25.18,9.3~26.44,,2.0,0.5,38.02,21.25,,,
35,603043.SH,广州酒家,2017,,20230228,28.05,1.4221,1.32,27.3065,79.0%,62.0%,21.02,14.15~45.35,16.38~42.16,,2.0,0.37,38.18,26.29,,,
36,603387.SH,基蛋生物,2017,,20230228,13.47,1.8029,2.9,10.9992,82.5%,27.0%,21.38,5.76~37.1,6.26~43.26,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
37,603589.SH,口子窖,2015,,20230228,68.9,2.1657,1.87,23.2448,88.0%,71.0%,23.49,12.14~33.14,12.5~32.16,,2.0,1.29,51.89,28.32,,,
38,603369.SH,今世缘,2014,,20230228,64.1,0.9148,0.64,33.3418,88.0%,72.5%,20.74,20.0~47.6,15.81~44.23,,1.75,0.41,35.75,30.0,,,
39,603833.SH,欧派家居,2017,,20230228,141.6,1.2359,0.82,33.9243,90.0%,72.0%,22.46,18.75~47.07,16.93~47.09,,2.0,1.16,30.31,35.64,,,
40,000858.SZ,五粮液,1998,长期,20230228,204.42,1.4788,1.06,30.4727,91.5%,54.0%,23.54,18.16~58.64,14.05~53.35,,1.75,2.16,50.18,24.79,,,
41,603707.SH,健友股份,2017,,20230228,17.27,0.6681,1.04,24.8982,92.0%,33.5%,21.5,12.45~74.57,13.44~72.32,,2.25,0.18,22.01,35.86,,,
42,603605.SH,珀莱雅,2017,,20230228,182.5,0.3341,0.32,73.1715,112.5%,77.5%,20.52,55.85~91.05,24.85~96.69,,2.0,0.58,30.36,35.45,,,
43,603338.SH,浙江鼎力,2015,长期,20230228,58.55,0.5807,0.58,28.7545,122.0%,41.0%,19.68,10.96~72.86,15.78~66.22,,2.25,0.34,19.81,31.38,20230130.0,51.596,
44,300726.SZ,宏达电子,2017,,20230228,45.68,1.3135,0.61,22.4245,122.5%,29.5%,20.73,8.51~76.09,12.31~72.91,,2.25,0.28,29.87,12.76,,,
45,600276.SH,恒瑞医药,2000,长期,20230228,43.5,0.3678,0.44,79.3634,126.0%,78.0%,21.4,31.97~103.13,38.89~99.03,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,300638.SZ,广和通,2017,,20230228,21.49,0.6103,1.21,37.2958,127.5%,41.5%,20.09,15.45~85.87,17.39~92.43,,2.5,0.26,26.93,46.39,,,
47,603868.SH,飞科电器,2016,,20230228,85.37,1.1714,1.41,42.2627,133.5%,96.5%,28.59,21.51~44.65,15.59~42.27,,1.75,1.2,71.06,27.71,,,
48,603848.SH,好太太,2017,,20230228,17.25,1.4493,1.33,27.2202,136.0%,90.5%,20.09,14.11~25.17,9.72~36.86,,2.0,0.23,34.0,21.27,,,
49,603444.SH,吉比特,2017,,20230228,353.0,8.4986,2.58,19.9015,142.0%,47.5%,29.83,8.62~43.54,7.82~39.1,,1.75,9.12,67.13,23.01,,,
50,002271.SZ,东方雨虹,2008,,20230228,34.42,0.8681,0.78,27.2454,153.5%,59.0%,22.73,15.94~46.5,8.08~45.02,,2.25,0.27,20.63,51.15,,,
51,300450.SZ,先导智能,2015,,20230228,43.5,1.1477,0.67,30.3312,157.5%,24.5%,21.81,9.63~138.03,15.05~105.35,修正标准差,2.25,0.29,31.15,57.7,,,
52,002833.SZ,弘亚数控,2016,,20230228,17.93,2.0715,2.79,15.9974,162.0%,44.5%,24.75,5.29~36.53,7.2~34.44,,2.0,0.5,27.21,23.72,,,
53,600809.SH,山西汾酒,1994,长期,20230228,282.65,0.6368,0.3,45.7177,163.0%,43.5%,30.23,27.65~109.33,12.63~98.63,,1.75,0.85,37.42,47.02,,,
54,601155.SH,新城控股,2015,,20230228,19.54,,6.55,4.3799,168.0%,46.0%,33.68,2.74~7.78,1.16~12.02,,2.25,1.28,28.97,85.18,,,
55,603180.SH,金牌厨柜,2017,,20230228,40.75,2.6033,2.28,18.2516,181.0%,57.5%,21.88,8.25~27.19,5.34~37.36,修正标准差,2.25,0.93,32.75,48.19,,,
56,002901.SZ,大博医疗,2017,,20230228,35.74,1.4095,1.57,34.2359,190.5%,45.0%,30.19,9.63~78.67,15.12~72.4,,1.75,0.56,48.95,17.49,,,
57,300630.SZ,普利制药,2017,,20230228,28.06,0.6817,0.68,25.4083,200.0%,28.5%,23.04,11.92~75.22,6.55~104.25,,2.25,0.19,20.24,30.0,,,
58,603638.SH,艾迪精密,2017,,20230228,19.38,0.6202,0.93,66.476,248.0%,74.0%,21.72,27.87~91.37,14.51~86.63,,2.25,0.18,23.53,29.89,,,
59,000651.SZ,格力电器,1996,长期,20230228,35.52,11.1104,5.8,7.7762,262.5%,33.5%,23.67,1.63~24.15,3.13~21.65,,2.0,2.06,46.15,61.2,,,
60,600690.SH,海尔智家,1993,,20230228,26.31,1.7303,1.44,16.7955,269.0%,47.0%,19.31,5.63~37.57,3.81~33.15,,2.0,0.38,34.95,66.12,,,
61,300595.SZ,欧普康视,2017,,20230228,34.45,0.4035,0.46,49.9611,334.5%,29.0%,26.56,20.76~179.02,7.94~158.54,,2.0,0.16,19.24,11.79,,,
62,300571.SZ,平治信息,2016,,20230228,35.92,0.3062,0.61,26.9143,731.5%,63.0%,32.07,13.89~34.27,1.83~55.87,,2.25,0.22,14.21,56.17,,,
63,600763.SH,通策医疗,1996,,20230228,146.05,,0.05,78.3252,798.5%,38.5%,20.27,18.58~214.44,5.69~187.57,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230228,104.26,2.3979,1.65,20.1578,1915.5%,55.0%,35.67,1.97~38.89,0.67~34.11,,1.75,1.72,41.66,56.12,,,
65,000661.SZ,长春高新,1996,长期,20230228,197.29,0.403,0.43,19.5944,4456.5%,23.5%,24.93,0.22~84.58,9.44~79.54,,1.75,0.84,12.95,28.62,,,
