,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
23,600085.SH,同仁堂,1997,长期,20230310,48.93,0.5927,0.76,51.2165,56.5%,94.5%,11.77,34.98~54.2,30.6~53.38,,1.75,0.37,48.2,30.18,,,
24,603866.SH,桃李面包,2015,,20230310,16.47,2.6021,5.34,33.8844,60.0%,63.0%,18.9,19.29~53.49,23.28~53.74,,2.0,0.88,78.95,16.76,,,
25,601318.SH,中国平安,2007,长期,20230310,46.0,5.177,2.89,8.719,61.0%,62.5%,18.87,5.16~13.2,5.64~14.62,,2.25,1.33,19.94,89.53,,,
26,002304.SZ,洋河股份,2009,,20230310,164.14,1.827,1.8,26.4073,62.0%,63.0%,21.82,19.14~43.16,14.07~40.31,,1.75,2.95,59.95,32.33,,,
27,000538.SZ,云南白药,1993,长期,20230310,53.95,2.1176,4.45,36.4715,62.0%,93.0%,14.5,22.95~39.77,21.91~38.33,,1.75,2.4,73.32,29.85,,,
28,300015.SZ,爱尔眼科,2009,长期,20230310,30.48,0.2966,0.59,81.7139,62.5%,46.0%,20.49,54.91~185.81,46.02~166.64,,1.75,0.18,41.94,39.14,,,
29,002415.SZ,海康威视,2010,,20230310,37.81,2.3979,1.85,27.6015,63.0%,69.5%,30.75,16.24~40.52,17.5~38.78,,1.5,0.7,51.53,39.23,,,
30,600436.SH,片仔癀,2003,长期,20230310,300.86,0.4022,0.26,73.5159,65.0%,60.5%,24.1,53.44~126.3,37.91~114.89,,1.5,0.79,31.76,20.16,,,
31,002916.SZ,深南电路,2017,,20230310,78.15,1.2156,1.1,24.5018,70.0%,38.0%,21.79,12.6~61.56,16.67~64.57,,2.25,0.86,31.74,53.79,,,
32,603833.SH,欧派家居,2017,,20230310,129.69,1.3494,0.89,31.0709,73.0%,66.0%,22.46,18.83~47.07,17.12~46.66,,2.0,1.16,30.31,35.64,,,
33,002867.SZ,周大生,2017,,20230310,15.89,3.1171,3.15,15.1504,73.0%,58.5%,21.77,8.22~25.18,9.34~26.26,,2.0,0.5,38.02,21.25,,,
34,603369.SH,今世缘,2014,,20230310,60.06,0.9763,0.68,31.2404,75.5%,67.5%,20.74,20.08~47.62,15.89~44.27,,1.75,0.41,35.75,30.0,,,
35,603360.SH,百傲化学,2017,,20230310,18.34,,3.11,11.1386,79.5%,42.0%,23.28,9.28~20.9,4.66~34.9,,2.0,0.57,64.62,18.77,,,
36,000858.SZ,五粮液,1998,长期,20230310,195.24,1.5484,1.11,29.1043,83.5%,51.5%,23.54,18.16~58.64,14.03~53.33,,1.75,2.16,50.18,24.79,,,
37,002236.SZ,大华股份,2008,,20230310,16.09,1.6567,1.18,18.2616,89.0%,76.0%,21.5,10.74~21.72,8.75~26.61,,2.25,0.19,18.56,47.45,,,
38,603589.SH,口子窖,2015,,20230310,71.2,2.0957,1.81,24.0208,93.0%,73.0%,23.49,12.32~33.14,12.5~32.1,,2.0,1.29,51.89,28.32,,,
39,603387.SH,基蛋生物,2017,,20230310,13.71,1.7714,2.84,11.1952,93.0%,28.0%,21.38,5.49~36.99,6.11~43.01,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
40,603707.SH,健友股份,2017,,20230310,16.97,0.6799,1.06,24.4657,93.5%,33.0%,21.5,12.16~73.92,13.13~72.39,,2.25,0.18,22.01,35.86,,,
41,601155.SH,新城控股,2015,,20230310,17.6,,7.27,3.945,94.5%,42.5%,33.68,2.73~7.73,1.61~11.37,,2.25,1.28,28.97,85.18,,,
42,000661.SZ,长春高新,1996,长期,20230310,191.75,0.4147,0.44,19.0442,95.5%,24.5%,24.93,10.45~73.15,9.08~79.54,修正标准差,1.75,0.84,12.95,28.62,,,
43,603043.SH,广州酒家,2017,,20230310,28.16,1.4166,1.31,31.5368,106.5%,71.5%,21.02,14.17~45.37,16.43~42.19,,2.0,0.37,38.18,26.29,,,
44,603605.SH,珀莱雅,2017,,20230310,182.65,0.3338,0.32,73.2317,108.0%,77.5%,20.52,56.01~91.07,25.54~96.64,,2.0,0.58,30.36,35.45,,,
45,603848.SH,好太太,2017,,20230310,15.48,1.615,1.49,24.4271,110.0%,81.0%,20.09,14.0~25.38,9.9~36.52,,2.0,0.23,34.0,21.27,,,
46,603868.SH,飞科电器,2016,,20230310,78.27,1.2776,1.53,38.7478,113.0%,88.5%,28.59,21.85~44.73,15.54~42.38,,1.75,1.2,71.06,27.71,,,
47,600276.SH,恒瑞医药,2000,长期,20230310,41.86,0.3822,0.45,76.3713,117.0%,75.5%,21.4,31.98~103.06,38.89~99.07,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
48,300726.SZ,宏达电子,2017,,20230310,43.95,1.3652,0.64,21.5753,125.0%,28.5%,20.73,7.97~76.21,11.93~72.95,,2.25,0.28,29.87,12.76,,,
49,300638.SZ,广和通,2017,,20230310,21.02,0.6239,1.24,36.4801,126.0%,40.5%,20.09,15.17~85.61,17.18~92.18,,2.5,0.26,26.93,46.39,,,
50,603338.SH,浙江鼎力,2015,长期,20230310,59.82,0.5684,0.57,29.3782,131.5%,42.0%,19.68,10.65~72.79,15.59~66.17,,2.25,0.34,19.81,31.38,20230130.0,51.596,
51,002271.SZ,东方雨虹,2008,,20230310,32.66,0.9149,0.83,25.8523,139.5%,56.0%,22.73,16.06~46.46,8.08~44.98,,2.25,0.27,20.63,51.15,,,
52,600809.SH,山西汾酒,1994,长期,20230310,262.15,0.6866,0.32,42.4019,144.5%,40.0%,30.23,27.77~109.29,12.56~98.62,,1.75,0.85,37.42,47.02,,,
53,002833.SZ,弘亚数控,2016,,20230310,16.77,2.2148,2.98,14.9625,146.5%,41.5%,24.75,5.23~36.53,7.2~34.22,,2.0,0.5,27.21,23.72,,,
54,603444.SH,吉比特,2017,,20230310,357.61,8.389,2.55,20.1614,146.5%,48.5%,29.83,8.52~43.38,7.82~39.1,,1.75,9.12,67.13,23.01,,,
55,300450.SZ,先导智能,2015,,20230310,41.46,1.2041,0.7,28.9087,164.5%,23.5%,21.81,8.56~138.44,15.0~105.0,修正标准差,2.25,0.29,31.15,57.7,,,
56,603180.SH,金牌厨柜,2017,,20230310,39.15,2.7097,2.38,17.535,173.0%,55.5%,21.88,8.25~27.17,5.25~36.72,修正标准差,2.25,0.93,32.75,48.19,,,
57,300630.SZ,普利制药,2017,,20230310,26.42,0.724,0.72,23.9233,194.5%,27.0%,23.04,11.52~74.78,6.25~103.65,,2.25,0.19,20.24,30.0,,,
58,603638.SH,艾迪精密,2017,,20230310,18.2,0.6604,0.99,62.4284,224.0%,69.5%,21.72,28.29~91.41,14.56~86.84,,2.25,0.18,23.53,29.89,,,
59,002901.SZ,大博医疗,2017,,20230310,39.61,1.2718,1.41,37.9431,225.5%,50.0%,30.19,9.49~78.21,15.03~72.37,,1.75,0.56,48.95,17.49,,,
60,600690.SH,海尔智家,1993,,20230310,23.5,1.9372,1.62,15.0017,228.0%,42.0%,19.31,5.73~37.55,3.79~33.15,,2.0,0.38,34.95,66.12,,,
61,000651.SZ,格力电器,1996,长期,20230310,35.61,11.0823,5.78,7.7959,281.0%,34.0%,23.67,1.53~24.13,3.07~21.59,,2.0,2.06,46.15,61.2,,,
62,300595.SZ,欧普康视,2017,,20230310,33.14,0.4194,0.48,48.0613,321.0%,28.0%,26.56,19.85~179.29,8.0~158.52,,2.0,0.16,19.24,11.79,,,
63,300571.SZ,平治信息,2016,,20230310,35.31,0.3115,0.62,26.4572,621.5%,62.0%,32.07,13.9~34.24,2.11~55.21,,2.25,0.22,14.21,56.17,,,
64,600763.SH,通策医疗,1996,,20230310,139.07,,0.06,74.5819,741.5%,36.5%,20.27,18.55~214.45,5.82~187.56,,2.0,0.08,17.52,34.43,,,
65,600309.SH,万华化学,2001,长期,20230310,98.24,2.5448,1.75,18.9939,1655.0%,51.5%,35.67,2.01~38.91,0.74~34.08,,1.75,1.72,41.66,56.12,,,
