,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
16,002508.SZ,老板电器,2010,,20230411,29.37,1.6936,2.08,22.7946,44.0%,92.0%,24.01,17.04~25.0,14.7~24.46,,1.5,0.61,39.35,34.91,,,
17,603866.SH,桃李面包,2015,,20230411,14.66,2.9234,6.0,30.5336,45.5%,56.5%,18.9,19.19~52.81,23.06~53.58,,2.0,0.88,78.95,16.76,,,
18,002884.SZ,凌霄泵业,2017,,20230411,15.57,6.4226,7.19,13.1989,45.5%,56.0%,20.71,10.29~23.71,8.08~22.98,,2.0,1.12,74.54,8.45,,,
19,000538.SZ,云南白药,1993,长期,20230411,56.0,2.0401,4.29,33.5289,48.0%,85.0%,14.5,23.42~39.92,21.89~38.45,,1.75,2.4,73.32,29.85,,,
20,002304.SZ,洋河股份,2009,,20230411,154.8,1.9373,1.91,24.9046,50.0%,59.5%,21.82,20.02~42.8,14.11~40.31,,1.75,2.95,59.95,32.33,,,
21,002841.SZ,视源股份,2017,,20230411,76.19,1.1228,1.0,25.8187,50.5%,47.5%,32.54,15.8~51.38,18.67~57.37,,2.0,0.76,34.38,47.02,20230209.0,64.33,21.91
22,603899.SH,晨光股份,2015,长期,20230411,48.9,1.2281,0.84,35.3439,53.5%,52.5%,26.23,21.71~70.27,24.21~63.81,,1.75,0.41,35.76,39.98,,,
23,600436.SH,片仔癀,2003,长期,20230411,286.15,0.4229,0.28,69.9215,55.0%,57.5%,24.1,54.71~125.95,38.07~114.91,,1.5,0.79,31.76,20.16,,,
24,603360.SH,百傲化学,2017,,20230411,15.27,,3.73,9.2741,58.0%,35.0%,23.28,8.98~20.86,4.35~34.63,,2.0,0.57,64.62,18.77,,,
25,600085.SH,同仁堂,1997,长期,20230411,55.21,0.5253,0.67,53.1058,60.0%,98.0%,11.77,36.19~54.19,30.52~53.62,,1.75,0.37,48.2,30.18,,,
26,603589.SH,口子窖,2015,,20230411,62.0,2.4067,2.08,20.917,63.0%,64.0%,23.49,13.0~32.98,12.53~31.93,,2.0,1.29,51.89,28.32,,,
27,300015.SZ,爱尔眼科,2009,长期,20230411,31.05,0.2911,0.58,83.2421,66.5%,46.5%,20.49,54.51~185.91,45.79~166.61,,1.75,0.18,41.94,39.14,,,
28,600600.SH,青岛啤酒,1993,长期,20230411,119.89,0.9177,0.55,44.0782,67.5%,69.0%,10.23,28.38~65.54,24.47~61.97,,2.0,0.66,44.87,46.37,,,
29,603833.SH,欧派家居,2017,,20230411,130.48,1.3412,0.89,31.2602,69.5%,67.0%,22.46,19.41~46.91,17.52~45.64,,2.0,1.16,30.31,35.64,,,
30,000858.SZ,五粮液,1998,长期,20230411,180.53,1.6745,1.2,26.9115,69.5%,47.5%,23.54,18.25~58.61,13.97~53.31,,1.75,2.16,50.18,24.79,,,
31,603369.SH,今世缘,2014,,20230411,60.23,0.9736,0.68,31.3288,72.5%,67.5%,20.74,20.56~47.58,16.16~44.34,,1.75,0.41,35.75,30.0,,,
32,002867.SZ,周大生,2017,,20230411,16.21,3.0555,3.08,15.4555,73.5%,60.5%,21.77,8.32~25.18,9.5~25.68,,2.0,0.5,38.02,21.25,,,
33,000661.SZ,长春高新,1996,长期,20230411,166.62,0.4772,0.5,16.2877,81.5%,21.5%,24.93,10.1~70.72,8.03~79.57,修正标准差,1.75,0.84,12.95,28.62,,,
34,601318.SH,中国平安,2007,长期,20230411,45.66,5.2156,2.91,9.9634,82.0%,72.0%,18.87,5.18~13.24,5.77~14.33,,2.25,1.33,19.94,89.53,,,
35,603338.SH,浙江鼎力,2015,长期,20230411,54.88,0.6195,0.62,22.1027,86.5%,31.5%,19.68,9.76~72.94,14.97~66.19,,2.25,0.34,19.81,31.38,20230130.0,51.596,
36,600612.SH,老凤祥,1992,,20230411,60.52,2.3959,1.98,18.6192,87.5%,88.5%,21.21,9.44~20.42,10.46~21.54,,2.0,1.2,45.31,51.38,,,
37,002415.SZ,海康威视,2010,,20230411,44.38,2.0429,1.58,32.3977,89.0%,81.5%,30.75,16.58~40.68,17.62~38.32,,1.5,0.7,51.53,39.23,,,
38,603605.SH,珀莱雅,2017,,20230411,174.0,0.3504,0.33,69.7637,90.0%,74.0%,20.52,56.71~90.91,27.07~96.49,,2.0,0.58,30.36,35.45,,,
39,603848.SH,好太太,2017,,20230411,14.55,1.7182,1.58,22.9596,95.5%,76.0%,20.09,13.97~25.61,10.09~35.93,,2.0,0.23,34.0,21.27,,,
40,002916.SZ,深南电路,2017,,20230411,90.8,1.0463,0.95,28.4006,96.0%,45.5%,21.79,13.03~59.37,16.17~64.37,,2.25,0.86,31.74,53.79,,,
41,603707.SH,健友股份,2017,,20230411,16.49,0.6997,1.09,23.7737,100.5%,32.0%,21.5,11.46~72.14,12.25~72.55,,2.25,0.18,22.01,35.86,,,
42,603043.SH,广州酒家,2017,,20230411,29.94,1.3324,1.24,32.7241,113.0%,74.0%,21.02,14.29~45.49,16.55~42.27,,2.0,0.37,38.18,26.29,,,
43,603868.SH,飞科电器,2016,,20230411,80.5,1.2422,1.49,39.8518,115.0%,91.0%,28.59,22.92~44.72,15.5~42.7,,1.75,1.2,71.06,27.71,,,
44,600809.SH,山西汾酒,1994,长期,20230411,245.56,0.733,0.35,39.7185,130.5%,38.0%,30.23,28.23~109.13,12.36~98.54,,1.75,0.85,37.42,47.02,,,
45,600276.SH,恒瑞医药,2000,长期,20230411,46.01,0.3477,0.41,83.9427,138.5%,82.5%,21.4,31.98~103.2,38.91~98.99,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
46,300529.SZ,健帆生物,2016,,20230411,32.11,2.7645,2.12,29.1563,153.5%,31.0%,30.4,8.22~94.82,19.0~88.58,,1.75,0.68,60.1,17.78,20230202.0,34.897,23.21
47,002271.SZ,东方雨虹,2008,,20230411,34.94,0.8552,0.77,27.657,156.0%,60.0%,22.73,16.3~46.38,8.06~44.92,,2.25,0.27,20.63,51.15,,,
48,603387.SH,基蛋生物,2017,,20230411,13.43,1.8083,2.9,13.822,157.5%,34.5%,21.38,4.87~36.87,5.94~42.14,,2.0,0.39,30.7,18.17,20230217.0,13.253,10.88
49,300726.SZ,宏达电子,2017,,20230411,47.32,1.268,0.59,22.8813,164.5%,30.0%,20.73,6.88~76.56,11.58~71.84,,2.25,0.28,29.87,12.76,,,
50,002833.SZ,弘亚数控,2016,,20230411,17.99,2.0646,2.78,16.051,165.5%,45.0%,24.75,5.21~36.53,7.17~33.71,,2.0,0.5,27.21,23.72,,,
51,300638.SZ,广和通,2017,,20230411,24.95,0.5256,1.04,43.3006,177.5%,48.5%,20.09,14.5~85.46,16.83~91.41,,2.5,0.26,26.93,46.39,,,
52,603638.SH,艾迪精密,2017,,20230411,16.84,0.7138,1.07,57.7634,195.0%,64.5%,21.72,29.44~91.24,14.64~87.16,,2.25,0.18,23.53,29.89,,,
53,002236.SZ,大华股份,2008,,20230411,25.1,1.062,0.76,28.4877,195.5%,117.0%,21.5,10.03~22.93,9.26~25.88,,2.25,0.19,18.56,47.45,,,
54,300450.SZ,先导智能,2015,,20230411,38.77,1.2877,0.75,27.0331,201.5%,22.0%,21.81,6.4~139.44,14.87~104.07,修正标准差,2.25,0.29,31.15,57.7,,,
55,002901.SZ,大博医疗,2017,,20230411,36.73,1.3715,1.52,35.1843,213.0%,46.5%,30.19,9.04~77.4,14.79~72.11,,1.75,0.56,48.95,17.49,,,
56,600690.SH,海尔智家,1993,,20230411,22.72,2.0037,1.67,14.5896,213.5%,41.5%,19.31,6.12~37.4,3.75~33.13,,2.0,0.38,34.95,66.12,,,
57,603444.SH,吉比特,2017,,20230411,541.52,5.5399,1.68,26.6398,227.0%,64.5%,29.83,8.37~43.05,7.91~39.15,,1.75,9.12,67.13,23.01,,,
58,300630.SZ,普利制药,2017,,20230411,29.08,0.6578,0.65,26.332,250.0%,30.0%,23.04,10.4~73.94,5.89~101.55,,2.25,0.19,20.24,30.0,,,
59,000651.SZ,格力电器,1996,长期,20230411,39.4,7.5209,5.23,8.6256,371.5%,37.5%,23.67,1.33~24.13,2.92~21.52,,2.0,2.06,46.15,61.2,,,
60,300595.SZ,欧普康视,2017,,20230411,36.1,0.385,0.44,51.7899,374.5%,30.0%,26.56,17.79~179.95,7.87~158.51,,2.0,0.16,19.24,11.79,,,
61,603180.SH,金牌厨柜,2017,,20230411,41.1,2.5812,2.26,23.0253,438.5%,72.5%,21.88,8.27~27.37,2.88~37.46,,2.25,0.93,32.75,48.19,,,
62,300571.SZ,平治信息,2016,,20230411,46.6,0.2361,0.47,34.9166,443.5%,83.0%,32.07,13.63~34.95,4.2~51.9,,2.25,0.22,14.21,56.17,,,
63,600763.SH,通策医疗,1996,,20230411,129.48,,0.06,69.4389,667.0%,34.5%,20.27,18.39~214.49,6.0~187.5,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230411,93.26,2.6807,1.84,18.0374,1286.5%,49.5%,35.67,2.28~38.94,0.91~33.95,,1.75,1.72,41.66,56.12,,,
65,601155.SH,新城控股,2015,,20230411,17.53,,7.3,28.3686,9014.0%,251.5%,33.68,0.19~10.55,0.86~12.04,,2.25,1.28,28.97,85.18,,,
