,证券代码,证券简称,上市年份,跟踪时间,日期,收盘价,股息率,五年股息率,PE_TTM,距离买点%,距离卖点%,五年ROE,三年估值范围,五年估值范围,数据修正,标准差倍数,五年平均每股分红,五年平均分红率,五年平均负债率,买入日期,买入价格,买入PE
40,603589.SH,口子窖,2015,,20230306,74.0,2.0164,1.74,24.9654,101.5%,76.0%,23.49,12.22~33.14,12.5~32.12,,2.0,1.29,51.89,28.32,,,
41,603043.SH,广州酒家,2017,,20230306,28.48,1.4007,1.3,31.8952,109.5%,72.5%,21.02,14.15~45.35,16.39~42.17,,2.0,0.37,38.18,26.29,,,
42,603605.SH,珀莱雅,2017,,20230306,187.61,0.325,0.31,75.2203,116.0%,79.5%,20.52,55.91~91.07,25.21~96.65,,2.0,0.58,30.36,35.45,,,
43,601155.SH,新城控股,2015,,20230306,18.8,,6.81,4.214,124.0%,45.0%,33.68,2.73~7.75,1.43~11.63,,2.25,1.28,28.97,85.18,,,
44,600276.SH,恒瑞医药,2000,长期,20230306,43.42,0.3684,0.44,79.2174,125.0%,77.5%,21.4,31.97~103.11,38.89~99.07,,2.0,0.19,17.99,10.67,20210810.0,57.559,56.74
45,603848.SH,好太太,2017,,20230306,16.77,1.4908,1.37,26.4627,128.0%,88.0%,20.09,14.04~25.3,9.86~36.62,,2.0,0.23,34.0,21.27,,,
46,603868.SH,飞科电器,2016,,20230306,83.75,1.194,1.43,41.4607,128.5%,94.5%,28.59,21.68~44.7,15.56~42.34,,1.75,1.2,71.06,27.71,,,
47,603338.SH,浙江鼎力,2015,长期,20230306,60.0,0.5667,0.57,29.4666,129.5%,42.0%,19.68,10.81~72.81,15.68~66.2,,2.25,0.34,19.81,31.38,20230130.0,51.596,
48,300726.SZ,宏达电子,2017,,20230306,46.33,1.2951,0.6,22.7436,131.0%,30.0%,20.73,8.25~76.15,12.12~72.92,,2.25,0.28,29.87,12.76,,,
49,300638.SZ,广和通,2017,,20230306,22.26,0.5892,1.17,38.6321,137.5%,43.0%,20.09,15.33~85.71,17.3~92.3,,2.5,0.26,26.93,46.39,,,
50,002833.SZ,弘亚数控,2016,,20230306,17.37,2.1383,2.88,15.4978,154.5%,43.5%,24.75,5.27~36.53,7.2~34.34,,2.0,0.5,27.21,23.72,,,
51,600809.SH,山西汾酒,1994,长期,20230306,274.3,0.6562,0.31,44.3671,155.5%,42.0%,30.23,27.73~109.31,12.6~98.62,,1.75,0.85,37.42,47.02,,,
52,603444.SH,吉比特,2017,,20230306,373.2,8.0386,2.44,21.0403,157.0%,50.5%,29.83,8.57~43.45,7.82~39.1,,1.75,9.12,67.13,23.01,,,
53,002271.SZ,东方雨虹,2008,,20230306,35.92,0.8318,0.75,28.4327,164.0%,62.0%,22.73,16.0~46.48,8.08~45.02,,2.25,0.27,20.63,51.15,,,
54,300450.SZ,先导智能,2015,,20230306,42.98,1.1615,0.67,29.9686,164.5%,24.5%,21.81,9.07~138.23,15.03~105.19,修正标准差,2.25,0.29,31.15,57.7,,,
55,603180.SH,金牌厨柜,2017,,20230306,41.17,2.5768,2.26,18.4397,185.5%,58.0%,21.88,8.25~27.17,5.29~37.05,修正标准差,2.25,0.93,32.75,48.19,,,
56,002901.SZ,大博医疗,2017,,20230306,35.34,1.4255,1.58,33.8528,189.0%,44.5%,30.19,9.54~78.42,15.07~72.39,,1.75,0.56,48.95,17.49,,,
57,300630.SZ,普利制药,2017,,20230306,27.2,0.7032,0.7,24.6296,197.0%,27.5%,23.04,11.71~75.01,6.4~103.94,,2.25,0.19,20.24,30.0,,,
58,603638.SH,艾迪精密,2017,,20230306,19.05,0.631,0.94,65.344,240.5%,73.0%,21.72,28.07~91.41,14.53~86.75,,2.25,0.18,23.53,29.89,,,
59,600690.SH,海尔智家,1993,,20230306,25.25,1.8029,1.5,16.1188,253.5%,45.0%,19.31,5.68~37.56,3.8~33.16,,2.0,0.38,34.95,66.12,,,
60,000651.SZ,格力电器,1996,长期,20230306,36.91,10.692,5.58,8.0805,285.5%,35.0%,23.67,1.58~24.14,3.1~21.62,,2.0,2.06,46.15,61.2,,,
61,300595.SZ,欧普康视,2017,,20230306,34.21,0.4063,0.47,49.6131,332.0%,29.0%,26.56,20.29~179.15,7.99~158.53,,2.0,0.16,19.24,11.79,,,
62,300571.SZ,平治信息,2016,,20230306,36.5,0.3014,0.6,27.3488,702.5%,64.0%,32.07,13.9~34.26,1.94~55.58,,2.25,0.22,14.21,56.17,,,
63,600763.SH,通策医疗,1996,,20230306,143.72,,0.06,77.0757,776.0%,38.0%,20.27,18.58~214.44,5.76~187.56,,2.0,0.08,17.52,34.43,,,
64,600309.SH,万华化学,2001,长期,20230306,104.1,2.4015,1.65,20.1269,1843.0%,55.0%,35.67,1.99~38.91,0.7~34.1,,1.75,1.72,41.66,56.12,,,
65,000661.SZ,长春高新,1996,长期,20230306,192.55,0.4129,0.44,19.1236,31875.5%,23.0%,24.93,0.03~84.17,9.26~79.54,,1.75,0.84,12.95,28.62,,,
